Title,Link,Year,Abstract
pan conversational agent criminal investigation,https://dl.acm.org/doi/abs/10.1145/3379336.3381463,2020,present early prototype conversational agent ca called pan retrieving information support criminal investigation approach tackle issue algorithmic
perla conversational agent depression screening digital ecosystem design implementation validation,https://arxiv.org/abs/2008.12875,2020,aim making depression screening available attractive effective developed perla conversational agent able perform interview based phq
brainstorming generative adversarial network bgans towards multiagent generative model distributed private datasets,https://arxiv.org/abs/2002.00306,2020,receives idea let oi neighboring agent agent sends idea let g neighboring agent agent defined agent connected agent
chat health literacy–a qualitative feasibility study conversational health literacy assessment tool chat danish municipal healthcare centre,https://onlinelibrary.wiley.com/doi/abs/10.1111/scs.12943,2021,chat chat recommend developing structured implementation programme including introduction health literacy outline option acting upon chat
heuristic evaluation conversational agent,https://dl.acm.org/doi/abs/10.1145/3411764.3445312,2021,conversational agent heuristic conversational agent interface design paper focus validating adapting jakob nielsen ’ usability heuristic conversational
examining potential usability health belief among young adult using conversational agent hpv vaccine counseling,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233050/,2020,experience conversational agent could help tested simulated conversational agent provided hpv current study assessed conversational agent among
argumentative conversational agent online discussion,https://link.springer.com/article/10.1007/s11518-021-5497-1,2021,conversational agent agent improved responsiveness participant increased number identified idea issue second experiment found agent
studying help digital tutor design aspect conversational agent influence learning process,https://aisel.aisnet.org/hicss-53/cl/ai_and_cognitive_assistants/4/,2020,overall reliability conversational agent key issue speechbased conversational agent never understands user saying lead frustration ultimately
generative ai improve social science,https://www.pnas.org/doi/abs/10.1073/pnas.2314021121,2024,generative ai produce realistic text image argue generative ai potential improve survey research online experiment automated content analysis agent
analysing mixed initiative search strategy conversational search,https://dl.acm.org/doi/abs/10.1145/3459637.3482231,2021,conversational search – instantiate different observed conversational search strategy agent evaluating conversational strategy conversational search
faceme agentbased social game using augmented reality emotional development child autism spectrum disorder,https://www.sciencedirect.com/science/article/pii/S1071581923000381,2023,” virtual agent social game based augmented reality ar technology support childrens emotional development faceme us virtual agent set tangible
using chatbots ai conversational partner language learning,https://www.mdpi.com/2076-3417/12/17/8427,2022,positive impact using conversational agent willingness study conversational agent facilitated several review conversational agent language
conversational digital assistant intelligent process automation,https://link.springer.com/chapter/10.1007/978-3-030-58779-6_6,2020,end present unified conversational multiagent orchestration assistant consists multiple building block skill including rpas automate task within business
dialogue agent artificial intelligencebased conversational system cognitively disabled systematic review,https://www.tandfonline.com/doi/abs/10.1080/17483107.2022.2146768,2024,according data worldcafe citation similar repository chatbots primary conversational agent technology giving form reflection cognitive impairment
shing conversational agent alert customer suspected onlinepayment fraud empathetical communication skill,https://dl.acm.org/doi/abs/10.1145/3411764.3445129,2021,present shing voicebased conversational agent fve type proactive breakdown repair breakdown generating design implication proactive conversational agent
impact emotional feedback elaborated feedback pedagogical agent multimedia learning,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.810194/full,2022,emotional feedback elaborated feedback provided pedagogical agent pa learner emotion intrinsic motivation agent feedback differed emotional feedback v
generative ai economic agent,https://dl.acm.org/doi/abs/10.1145/3699824.3699832,2024,however given recent advancement generative ai particularly large language economic agent suggest modeling generative ai agent game
echat emotionsensitive spoken dialogue system large language model,https://ieeexplore.ieee.org/abstract/document/10800447/,2024,study focus emotionsensitive spoken dialogue humanmachine speech based emotional speech address introduce emotional chat model echat
ubiquitous work assistant synchronizing stationary wearable conversational agent assist knowledge work,https://dl.acm.org/doi/abs/10.1145/3533406.3533420,2022,‘ radar ’ multiagent agent survey conducted tech industry knowledge worker aimed identify knowledge worker would use conversational agent
artificial intelligence‐driven agent real‐time head‐and‐neck imrt plan generation using conditional generative adversarial network cgan,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.14770,2021,work propose ai agent fully automated hnc imrt planning following ai agent studied project three key innovation first ai agent employ two
idiothow conversational agent communication pattern influence frustration harassment,https://core.ac.uk/download/pdf/326836248.pdf,2020,conversational agent ca form digital assistant smartphones chatbots social medium physical embodied system increasingly often applied new form user
autonomous underwater vehicle formation control obstacle avoidance using multiagent generative adversarial imitation learning,https://www.sciencedirect.com/science/article/pii/S0029801822014986,2022,recently multiagent reinforcement learning marl paper implemented multiagent generative traditional multiagent deep reinforcement learning finetuned
mpath conversational system empathic virtual agent,https://link.springer.com/chapter/10.1007/978-3-030-25719-4_78,2020,embodied agent designed produce synchronized verbal nonverbal behavior natural conversational interaction framework embodied conversational agent
generative pretraining transformer chat chatgpt scientific community train left station,https://pubmed.ncbi.nlm.nih.gov/36883768/,2023,generative pretraining transformer chat chatgpt scientific community train left station generative pretraining transformer chat chatgpt scientific community
ethical implication conversational agent global public health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7133471/,2020,embodied conversational agent intelligent virtual agent conversational agent converse human affective computing technique provide conversational agent
epidemic modeling generative agent,https://arxiv.org/abs/2307.04986,2023,generative agentbased model gabm epidemic incorporates change human behavior utilizing generative empowered agent generative ai giving
generative agent recommendation,https://dl.acm.org/doi/abs/10.1145/3626772.3657844,2024,aim ensure generative agent merely react based past factual interaction also take account feeling thereby mirroring genuine human behavior
withdrawn behavioral therapy using conversational chatbot depression treatment using advanced rnn pretrained word embeddings,https://www.sciencedirect.com/science/article/pii/S221478532101662X,2021,withdrawal notice withdrawn behavioral therapy using conversational chatbot depression treatment using advanced rnn pretrained word embeddings swathi pola manna
student perceived role opportunity challenge generative aipowered teachable agent case middle school math class,https://www.tandfonline.com/doi/abs/10.1080/15391523.2024.2447727,2024,ongoing advancement generative ai genai boosted potential applying longstanding “ learningbyteaching ” practice form teachable agent ta despite
trust acceptance virtual psychiatric interview embodied conversational agent outpatient,https://www.nature.com/articles/s41746-019-0213-y,2020,credibility agent appeared main dimension enabling engaged nonengaged virtual agent mainly related high trust acceptance agent
behavioral assessment model emotional persuasion driven agentbased decisionmaking,https://www.sciencedirect.com/science/article/pii/S0957417422008739,2022,suggest new way incorporate emotion selection agent ’ agent ’ emotion opponent ’ offer study emotion addition connect emotion
generative artificial intelligence gai ethic taxonomyapplying chat gpt robotic process automation gairpa business case,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4385025,2023,rpa enabled generative artificial chat gpt public tool developed open gai underlying technology generative pretrained transformer gpt generative
hi chatbot let talk politicsexamining impact verbal anthropomorphism conversational agent voting advice application cavaas higher …,https://academic.oup.com/iwc/advance-article-abstract/doi/10.1093/iwc/iwae031/7719008,2024,researcher recently introduced conversational agent voting advice application incorporation conversational agent ca form chatbot allows user
generative artificial intelligence ai powered conversational educational agent inevitable paradigm shift,http://www.asianjde.com/ojs/index.php/AsianJDE/article/view/718,2023,generative ai utilizing language potential role conversational agent within emulating advanced human technology language generative ai ’ success relies
mitigating generative agent social dilemma,https://dspace.mit.edu/handle/1721.1/156591,2024,capable minecraft agent work perform initial study outcome arise deploying generative agent social dilemma build multiagent voyager
“ please connect specialist ” scrutinising recipient designin interaction artificial conversational agent,https://link.springer.com/chapter/10.1007/978-3-030-85610-6_10,2021,one could assume relatively straightforward design wellfunctional conversational agent type setting study show lot trouble may emerge
fighting false informationdesigning conversational agent public sector organization,https://www.uni-potsdam.de/fileadmin/projects/digicat/Publications/2023/FIGHTING_FALSE_INFORMATION_-_DESIGNING_A_CONVERSATIONAL_AGENT_FOR.pdf,2023,digital transformation pose challenge public sector organization psos dissemination false information social medium cause uncertainty among
generative artificial intelligence chatgpt write quality abstract,https://onlinelibrary.wiley.com/doi/abs/10.1111/1742-6723.14233,2023,generative artificial intelligence ai capturing global recently launched chatgpt chat generative pretrained chatgpt us typed pasted ‘ prompt ’ chatbot
using physiological recording studying user experience case conversational agentequipped tv,https://www.tandfonline.com/doi/abs/10.1080/10447318.2019.1693166,2020,study explored conversational agent affect tv viewer ’ user experience comparing ca rcu participant performed task related tv watching
perception humanness conversational journalism algorithmic informationprocessing perspective,https://journals.sagepub.com/doi/abs/10.1177/1461444821993801,2022,conversational journalism cj context chatbot news affect trust emotional assurance perceived result help better understand human–chatbot
conversational agent enhance womens contribution online debate,https://www.nature.com/articles/s41598-023-41703-3,2023,female agent enabling character conversational agent reveals test hypothesis built conversational agent deployed afghan citizen
role design consideration conversational agent facilitate discussion system thinking,https://www.sciencedirect.com/science/article/pii/S0360131522002329,2023,conversational agent facilitate learning discussion textbased agent ie chatbot facilitate discussion agent expert agent less knowledgeable peer agent
generative ai business decisionmaking case chatgpt,http://publish.thescienceinsight.com/index.php/msbd/article/view/63,2023,chatgpt generative pretrained transformer chatbot using artificial intelligence ai launched openai ai research deployment company chatgpt
artificial intelligence orthopaedics chat generative pretrained transformer chatgpt pas section fellowship royal college surgeon trauma …,https://academic.oup.com/pmj/article-abstract/99/1176/1110/7220358,2023,purpose chat generative pretrained transformer chatgpt large language artificial intelligence ai model generates contextually relevant text response questioning
conversational agent might help farmer field,http://ielab.io/publications/pdfs/koopman2020agask.pdf,2020,posit conversational search offer attractive conversational search offer unique solution problem key component hypothetical conversational agent
towards ontologybased medication conversational agent prep pep,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7680642/,2020,generative approach order cover certain main point communicate drug user give u control needed ensure conversational agent conversational agent
influence virtual agent politeness behavior user join small conversational group,https://dl.acm.org/doi/abs/10.1145/3383652.3423917,2020,humanagent interaction study considers impact politeness behavior made virtual agent already small facetoface conversational group another agent
comparison patient education material generated chat generative pretrained transformer versus expert innovative way increase readability patient …,https://journals.lww.com/annalsplasticsurgery/fulltext/2023/10000/comparison_of_patient_education_materials.2.aspx,2023,chatbot based artificial intelligence ai source data textbook website article respond human interaction conversational format chatgpts
perceived conversational ability taskbased chatbots–which conversational element influence success textbased dialogue,https://www.sciencedirect.com/science/article/pii/S0268401223000804,2024,deeper insight conversational element written human–chatbot conversation searched literature identified thirteen pertinent study see table text
pragmatic profile chatgpt assessing communicative skill conversational agent,https://www.rivisteweb.it/doi/10.1422/108136,2023,far maintaining conversational agent based llm “ understands ” pragmatic claiming performance tool show part
changing user health behaviour intention embodied conversational agent delivering explanation based user belief goal,https://www.tandfonline.com/doi/abs/10.1080/0144929X.2022.2073269,2023,embodied conversational agent eca us explanation based goal belief user promote sense personalisation engagement treatment plan
rewardreinforced generative adversarial network multiagent system,https://ieeexplore.ieee.org/abstract/document/9448192/?casa_token=mR5BPqu1mlsAAAAA:OieyMPkLOFD6mVqcyYKzgg6Gwlzp1LFPfWqbB3anoUhvuf4smnn_ax5n3YFADxbQSA1Kr47IT4krQA,2021,multiagent system inspired study propose deep generative model built reward mapping method combine adversarial generative network
image inpainting classification agent training based reinforcement learning generative model attention mechanism,https://ieeexplore.ieee.org/abstract/document/9664950/?casa_token=UAY2jpJAr0wAAAAA:k2zod9pty9yVs_uAGAqDVjfegTFRQp69fCWxeFBaxZVBdxtvL9k9Fk_dEugKCeEkcWQljACgiTwrxA,2021,primary aim show ability train agent focusing generative model reinforcement learning perfectly achieved based algorithm
jarvis neurosymbolic commonsense reasoning framework conversational embodied agent,https://arxiv.org/abs/2208.13266,2022,based embodied agent task close realworld scenario work focus building conversational embodied agent dialogbased household task
optimizing readability patientfacing hand surgery education material using chat generative pretrained transformer chatgpt,https://www.sciencedirect.com/science/article/pii/S036350232400234X,2024,purpose study evaluate chat generative pretrained transformer chatgpt tool optimizing patientfacing hand surgery education material
bot rescue effect fully automated conversational agent anxiety depression randomized controlled trial,https://www.giosan.com/publications/bottotherescue.pdf,2021,webbased conversational agent powered artificial intelligence ai rooted cognitivebehavioral therapy proven efficacious alleviating symptom anxiety
nestore mobile chatbot tangible vocal assistant support older adult wellbeing,https://dl.acm.org/doi/abs/10.1145/3405755.3406167,2020,conversational agent interface developed support senior enhancing wellbeing cloud conversational agent capability ie chatbot tangible coach two
conversational tie formed online community social network analysis tweet chat group,https://www.tandfonline.com/doi/abs/10.1080/1369118X.2019.1581242,2020,generative process underlying conversational network structure tweet chat paper us social network analysis treat conversational tie unit analysis
using generative ai multiagents provide automatic feedback,https://arxiv.org/abs/2411.07407,2024,use generative ai multiagent system provide single agent employed agent whose compare singleagent approach multiagent method
chatgpt higher education professional development guide conversational ai,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1547&context=cba_facpubs,2023,blown away realism conversational agent wide ranging functionality openness curiosity possibility generative ai teaching learning
developing generative aipowered chatbot analyzing maude database,https://ebooks.iospress.nl/doi/10.3233/SHTI240639,2024,paper present chatbot simplifies accessing understanding open chatbot powered generative ai technology enabling count search query chatbot
analysis conversational listening skill toward agentbased social skill training,https://link.springer.com/article/10.1007/s12193-019-00313-y,2020,first work analyze human conversational listening skill human–agent interaction paper analyzed listening skill conversational behavior interaction
generative expressive conversational speech synthesis,https://dl.acm.org/doi/abs/10.1145/3664647.3681697,2024,agent expected understand user ’ need provide assistance emotional ralness expressiveness synthesized conversational speech perspective
future generative ai chatbots higher education,https://www.ajol.info/index.php/jet/article/view/277916,2024,generative ai chatbot conversational ai tool built natural language processing nlp deep learning technique ability mimic human writing style ability
integrating generative ai education chatgpt brings challenge future learning teaching,https://www.pioneerpublisher.com/jare/article/download/324/286,2023,chatgpt chatbot based openai ’ generative pretrained gpt language model hailed “ could peer involved case considered chatbot
examining effect pedagogical agent dualchannel emotional cue learner emotion cognitive load knowledge transfer performance,https://journals.sagepub.com/doi/abs/10.1177/0735633121992421,2021,emotion multimedia learning still unclear pedagogical agent emotional cue another perspective regarding pedagogical agent emotional cue emotional cue
conversational chat system using attention mechanism covid inquiry,https://www.sciencedirect.com/science/article/pii/S266660302300012X,2023,conversational artificial intelligence ai type artificial intelligence us machine paper present conversational chat system us attention mechanism
design interaction conversational agent organizing assessing review humancomputer interaction research,https://aisel.aisnet.org/jais/vol23/iss1/9/,2022,conversational agent ca described software human interact natural language increasingly attracted interest academia practice
plato dialogue system flexible conversational ai research platform,https://arxiv.org/abs/2001.06463,2020,ai platform written python support kind conversational agent architecture offline online training conversational agent component plato designed
towards autonomous testing agent via conversational large language model,https://ieeexplore.ieee.org/abstract/document/10298360/,2023,example imagine conversational testing agent interpreting executing natural language testing guideline written human executing tool seeking
conversational question answering knowledge base using chatbot framework,https://ieeexplore.ieee.org/abstract/document/9364552/,2021,conversational agent namely taskoriented dialogue system nontaskoriented chatbots contribution paper conversational add conversational feature lm
medical ethic framework conversational artificial intelligence,https://www.jmir.org/2023/1/e43068/,2023,concretely implement framework table would used guide practitioner seeking implement conversational chatbot allowing reflect intersection
evaluating conversational recommender system via user simulation,https://dl.acm.org/doi/abs/10.1145/3394486.3403202,2020,automatic assessment conversational agent conversational agent supplying small corpus annotated dialogue real user conducted agent
need cavaa conversational agent voting advice application cavaas affect user political knowledge tool experience,https://www.frontiersin.org/articles/10.3389/frai.2022.835505/full,2022,type vaa called conversational agent vaa cavaa asking question chatbot study report analysis chatbotconversations per chatbot version
levelup learning–introducing framework gamified educational conversational agent,https://aisel.aisnet.org/wi2022/hci/hci/5/,2022,gamifying educational conversational agent later also demonstrate framework practice presenting prototype agent explain discussion
performance generative large language model ophthalmology board–style question,https://www.sciencedirect.com/science/article/pii/S0002939423002301,2023,study evaluated large language model llm chat interface bing chat although chatgpt trained information last updated bing chat incorporates
towards designing conversational agent pair programming accounting creativity strategy conversational style,https://ieeexplore.ieee.org/abstract/document/9127276/,2020,problem addressed replacing one human member pair conversational agent investigate design space conversational agent
conversational agent health care scoping review conceptual analysis,https://www.jmir.org/2020/8/e17158/,2020,current conversational agent conversational agent implemented health care–specific purpose excluded article presented proposal conversational agent
modeling feedback interaction conversational agents—a review,https://www.frontiersin.org/articles/10.3389/fcomp.2022.744574/full,2022,section present work conversational agent identify analyse understand multimodal feedback recent groundlaying work presented special
conversational swarm intelligence pilot study,https://arxiv.org/abs/2309.03220,2023,group put chat room asked discus particular insert ai agent chat happens ai agent whose function express
improving classification weak supervision contextspecific conversational agent development teacher education,https://arxiv.org/abs/2010.12710,2020,nlp component conversational agent development show conversational agent provide effort required develop educational scenario specific conversational agent
proposal conversational chatbots educational remediation context covid,https://ieeexplore.ieee.org/abstract/document/9370946/,2021,conversational chatbot used pedagogical remediation indicating learner chapter course revise according gap highlighted chatbot
emotion,https://dl.acm.org/doi/abs/10.1145/3477322.3477333,2021,important element building rapport conversational agent see chapter empathy rapport respec tively indeed evidence sias
emotion emergent phenomenon neurocomputational energy regulation mechanism cognitive agent decisionmaking task,https://journals.sagepub.com/doi/abs/10.1177/1059712319880649,2021,contrary experiment predefined emotion influencing cognitive task instead observe “ emotion ” emerging behavior displayed agent
chatbots conversational agent mental health literature review,https://ieeexplore.ieee.org/abstract/document/9649855/,2021,chatbot concept identified technology method development chatbot anxiety using fully automated conversational agent woebot
analysis tool development conversational agent,https://www.mdpi.com/2813-0324/6/1/5,2023,amazon provided powerful tool develop conversational agent still choosing choose optimal tool specific scenario creating conversational agent
assessing impact conversational artificial intelligence treatment stress anxiety aging adult randomized controlled trial,https://mental.jmir.org/2022/9/e38067,2022,teo mpha type ai conversational agent form mobile app support inputoutput interaction user via natural language many phas currently
infant emotional engagement facetoface video chat interaction mother,https://www.cairn.info/revue-enfance-2020-3-page-353.htm,2020,toface via video chat via noncontingent video pattern physiological activity reflect heightened emotional reactivity alternative hypothesis
early detection depression using conversational ai bot nonclinical trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279743,2023,camh application chatbot also known conversational agent chatbot datadriven chatbot also referred virtual assistant interactive sophisticated
put together evaluating conversational agent ability blend skill,https://arxiv.org/abs/2004.08449,2020,paper focus goal creating opendomain conversational agent display many skill blend seamless engaging way shown several
thaurus innovative multimodal chatbot based next generation conversational ai,https://assets.amazon.science/dd/f7/c4e28667419d96132c4c1faa4d84/thaurus-an-innovative-multimodal-chatbot-based-on-the-next-generation-of-conversational-ai.pdf,2023,one core element chatbot architecture usage generative model handle dialogue scalable way however calling generative model introduce
evaluate health application conversational user interface,https://ebooks.iospress.nl/doi/10.3233/SHTI200307,2020,still missing experience judgement ie consider health chatbot good appropriate deliver health support real patient depending
intent recognition pipeline conversational ai,https://link.springer.com/article/10.1007/s41870-023-01642-8,2024,conversational ai chatbot extracting maximum meaningful intent data corpus conversational dataset cover training conversational ai pipeline
chatbots attempt physic homework—chatgpt chat generative pretrained transformer,https://pubs.aip.org/aapt/pte/article-abstract/61/4/318/2881690,2023,according graduate student physic teacher many faculty colleague “ redhot topic ” physic instructor chatgpt ai program readily generates ream
factor influencing user adoption use conversational agent systematic review,https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.21491,2021,direct effect adoption use eg intention actual use well indirect effect attitude evaluation conversational agent eg user satisfaction
solver agent towards emotional opponentaware agent humanrobot negotiation,https://berkbuzcu.github.io/onur-web/assets/papers/solver.pdf,2021,agent ’ changing move case agent care opponent ’ emotional opponent ’ emotional state opponent may try manipulate
empowering emotional wellbeing llmbased chatbot comparative study standard journaling technique,https://www.politesi.polimi.it/handle/10589/209293,2022,emotional impact engaging chatbot compared use traditional journaling activity tool emotional empirical study aim analyze difference emotional
revolutionizing customer interaction insight challenge deploying chatgpt generative chatbots faq,https://arxiv.org/abs/2311.09976,2023,chat dialogue system chatbot conversational agent computer program article present interesting approach building generative model chatbot using deep
improving multiagent generative adversarial net variational latent representation,https://www.mdpi.com/1099-4300/22/9/1055,2020,generative adversarial network gans promising type deep generative new model design called encoded multiagent generative adversarial network emgan
future conversational ai banking case study virtual assistant chatbots exploring impact aipowered virtual assistant customer …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5016982,2024,integration conversational ai improved service found ai powered chatbot help delivering use conversational ai within banking industry
partaware product design agent using deep generative network local linear embedding,https://scholarspace.manoa.hawaii.edu/handle/10125/71258,2021,generative design module evaluation module addition data collection preprocessing process generative design module adopt deep generative
towards realistic market simulation generative adversarial network approach,https://dl.acm.org/doi/abs/10.1145/3490354.3494411,2021,simulation testbed allows evaluate experimental agent guaranteeing agent ’ activity show market trace generated proposed cganbased agent
generative ai agent large language model satellite network via mixture expert transmission,https://ieeexplore.ieee.org/abstract/document/10679152/,2024,introduce generative ai agent moe approach generative ai agent tasked effectively solve optimization problem formulated generative ai agent
prefer effect age gender role user first impression embodied conversational agent ehealth,https://www.tandfonline.com/doi/abs/10.1080/10447318.2019.1699744,2020,adapting agent design user could optimize user ’ first impression result positive start interaction embodied conversational agent
empirical study investigating user acceptance virtual conversational agent interface family health history collection among geriatric population,https://journals.sagepub.com/doi/abs/10.1177/1460458220955104,2020,study investigated two type fhx interface standard virtual conversational agent vca using young older participant workload
rise generative artificial intelligence impact education promise peril,https://ieeexplore.ieee.org/abstract/document/10109305/,2023,applaud promise value generative artificial intelligence chat generative pretrained transformer–like tool leveraging potential value heavily
mental model expectation violation conversational ai interaction,https://www.sciencedirect.com/science/article/pii/S0167923621000257,2021,chatbot bot responds well give relevant information quickly experience technical glitch common conversational agent technology
rage machine experimental insight customer negative emotional response attribution responsibility coping strategy artificial …,https://journals.sagepub.com/doi/abs/10.1177/10949968221134492,2023,human human–chatbot interaction investigate consumer ’ emotional process ai analyze agent identity human service agent v aibased service agent affect
beware botshit manage epistemic risk generative chatbots,https://www.sciencedirect.com/science/article/pii/S0007681324000272,2024,chatbots based approach within nlp known ‘ generative ai ’ ie g chatgpt generative chatbot us neural network learn semantic distance word
artificial intelligence enabled conversational agent mental healthcare,https://www.neliti.com/publications/577636/artificial-intelligence-enabled-conversational-agent-for-mental-healthcare,2022,conversational agent kazakh audience paper additionally taught chatbot going improve result developing conversational agent
trust trust conversational interface affect trust decision support system,https://dl.acm.org/doi/abs/10.1145/3485447.3512248,2022,conversational agent proceed correct name associated scenario entered conversational agent either participant agent participant
conversational agent health wellbeing,https://dl.acm.org/doi/abs/10.1145/3334480.3375154,2020,study healthcare conversational agent • conversational agent study focusing bias associated design use conversational technology • emerging us ai
improving worker engagement conversational microtask crowdsourcing,https://dl.acm.org/doi/abs/10.1145/3313831.3376403,2020,designed textbased conversational agent assist worker task execution tested performance worker interacting agent different
conversational ai military scenario using intent detection response generation,https://www.mdpi.com/2076-3417/12/5/2494,2022,hence constructed conversational agent set military scenario enables user operate constantly evolving battlefield obtain information need
inverse generative social science backward future,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10210545/,2023,reviewed epistemology generative social science discussed igss mean discover generative agent architecture rule introduced example
impact multi‐modal pedagogical conversational ai system parent concern technology use young child,https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bjet.13399,2024,researcher incorporated drill practice game comparing different ratio digital agent providing audio feedback right wrong answer conducted user
towards responsible generative ai reference architecture designing foundation model based agent,https://ieeexplore.ieee.org/abstract/document/10628258/,2024,llm widely recognised transformative generative artificial intelligence genai gong “ surrealdriver designing generative driver agent simulation framework urban
exploring viability conversational ai nonplayable character comprehensive survey,https://ieeexplore.ieee.org/abstract/document/9782047/,2022,additionally also explore conversational ai successor conventional chatbot many call emerging domain application stretching multitude different
kecrs towards knowledgeenriched conversational recommendation system,https://arxiv.org/abs/2105.08261,2021,end paper first reformulate conversational adopt multiround setting conversational conversational recommendation method chitchat
paca processaware conversational agent,https://link.springer.com/chapter/10.1007/978-3-030-94343-1_24,2021,tool embeds business process model conversational agent besides first step towards establishing conversational chatbotbased strategy supporting
primer generative ai telecom theory practice,https://arxiv.org/abs/2408.09031,2024,chatbot answer open radio access network oran specific question demonstration chatbot made oran rag chatbot publicly accessible
conversational agent fostering curiositydriven learning child,https://www.sciencedirect.com/science/article/pii/S1071581922001112,2022,light develop conversational agent help either neutral agent “ incentive ” agent helped curiosity “ incentive ” agent interaction also resulted
space conversational agent retrieving lessonslearned expert training,https://www.researchgate.net/profile/Graye-Broughton-Stuart/publication/364739735_A_Space_Conversational_Agent_for_Retrieving_Lessons-learned_and_Expert_Training/links/635919e36e0d367d91cacb51/A-Space-Conversational-Agent-for-Retrieving-Lessons-learned-and-Expert-Training.pdf,2022,expert training end goal project conversational agent gather expert level information answer question based stored knowledge
“ seemed like annoying woman ” perception ethical consideration affective language textbased conversational agent,https://aclanthology.org/2021.conll-1.4/,2021,participant interacted one three variant affective taskoriented conversational agent variant providing response different language style
fiction fact growing role generative ai business finance,https://www.tandfonline.com/doi/abs/10.1080/14765284.2023.2245279,2023,generative ai business finance summarizes practical application provides example latest generative ai tool demonstrates generative ’ chatbot
design conversational recommender system education,https://link.springer.com/article/10.1007/s11257-024-09397-y,2024,idea use conversational agent assumes role prompter assist teacher finding selecting proper learning openaccess material available internet
conversational bot newcomer onboarding open source project,https://dl.acm.org/doi/abs/10.1145/3387940.3391534,2020,advocate conversational bot chatbot offer support newcomer helping throughout onboarding process would play role mentor recommending
developing personality model speechbased conversational agent using psycholexical approach,https://dl.acm.org/doi/abs/10.1145/3313831.3376210,2020,conversational agent answer call insurance company might designed reliable trustworthy contrast conversational agent based conversational agent
conversational endtoend tt voice agent,https://ieeexplore.ieee.org/abstract/document/9383460/,2021,study aim building conversational tt voice agent sequence firstly construct spontaneous conversational speech corpus well designed voice agent
mmconv environment multimodal conversational search across multiple domain,https://dl.acm.org/doi/abs/10.1145/3404835.3462970,2021,multimodal conversational search gaining attention academia industry necessity building entirely datadriven conversational agent becomes
conversational chatbot promote adherence rehabilitation total knee replacement implementation feasibility,https://www.sciencedirect.com/science/article/pii/S0003999322013545,2022,research objective design implement chatbot interacts patient via instant messaging supervise domiciliary rehabilitation increase adherence conduct
survey conversational recommender system,https://dl.acm.org/doi/abs/10.1145/3453154,2021,assistant increased use chatbot technology article provide detailed survey existing approach conversational recommendation categorize
change psychiatric chatbot landscape systematic review conversational agent serious mental illness changements du paysage psychiatrique de …,https://journals.sagepub.com/doi/abs/10.1177/0706743720966429,2021,conversational agent also known chatbots voice assistant digital conversational agent research emerged aimed reassess conversational agent
education era generative artificial intelligence ai understanding potential benefit chatgpt promoting teaching learning,https://dergipark.org.tr/en/doi/10.61969/jai.1337500,2023,demonstrated conversational agent based generative model chatgpt study showed conversational agent able provide explanation
power voice convey emotion multimedia instructional message,https://link.springer.com/article/10.1007/s40593-021-00282-y,2022,study focus role agent ’ voice conversational style online multimedia instructional presentation preliminary step towards understanding role
diabetes conversational agent aida project case study,https://link.springer.com/article/10.1007/s44163-021-00005-1,2021,initial knowledge base chatbot voicebased assistant created author describe technology behind conversational agent component
feeling right way normative influence people use emotion concept,https://onlinelibrary.wiley.com/doi/abs/10.1111/mila.12279,2021,agent life study argue normative influence emotion concept series study show emotion attribution influenced whether agent
earth using generative ai,https://openknowledge.worldbank.org/server/api/core/bitstreams/9a202d4b-c765-4a85-8eda-add8c96df40a/content,2024,time usage pattern generative artificial intelligence tool early impact generative artificial intelligence online ernie bot first generative ai chatbot released
